PAID;POINT_OF_SALE;EVENT_ID;YEAR;MONTH;N_SUBSCRIPTIONS;PRICE;PHONE_NUMBER;PROP_CONBINI;PAYMENT_TYPE;FAV_GENRE;AGE;DAYS_FROM_PROMO;BOOKS_PAID;N_TRANSACTIONS;N_ITEMS;DATE_LAST_PURCHASE;CUSTOMER_SINCE;MAIL;SUBSCR_CANC;MARGIN
YES;BO;INN09683;2018;APR;0;10.395;1;0,0;Card;Shonen;<=10;24.0;2.0;1.0;2;19/03/2018;19/03/2018;1;0;20.689759594941968
NO;MI;INN11370;2018;MAY;0;12.87;0;0,33333;Card;Shonen;23;6.0;1.0;1.0;3;26/11/2017;26/11/2017;0;0;11.45812608031951
YES;BO;INN32316;2018;SEP;2;7.5;0;0,0;Cash;Shonen;13;29.0;27.0;8.0;2;25/09/2018;09/02/2018;0;3;265.25887679582644
YES;BO;INN25159;2018;MAR;1;8.0;0;0,5;Card;Shojo;;3.0;5.0;3.0;2;25/02/2018;08/08/2017;0;0;44.39004198223412
YES;NA;INN16624;2018;JAN;0;8.2;0;0,0;Card;Shonen;17;13.0;1.0;1.0;1;09/01/2018;09/01/2018;0;0;8.011795056210236
YES;RM;INN06818;2018;APR;1;9.03;0;0,0;Card;Shonen;18;16.0;3.0;2.0;2;20/01/2018;04/09/2017;0;1;38.13083525416789
YES;RM;INN05473;2018;MAY;2;11.9;0;0,33333;Card;Shojo;17;30.0;5.0;2.0;3;24/05/2018;31/12/2017;0;0;40.55084990124908
YES;BO;INN03710;2018;FEB;0;7.237;0;0,0;Card;Shonen;19;16.0;1.0;1.0;2;06/01/2018;06/01/2018;0;0;13.772580438649301
YES;MI;INN21534;2018;OCT;2;14.0;0;0,5;Card;Shojo;23;1.0;5.0;2.0;4;12/09/2018;14/04/2018;0;0;65.38499838126641
YES;BO;INN13931;2018;SEP;0;6.7;1;0,0;Coupon;Shonen;11;25.0;;;1;01/01/0001;01/01/9999;1;0;
YES;BO;INN24747;2018;OCT;1;9.629999999999999;0;0,0;Card;Shonen;;12.0;8.0;3.0;2;17/03/2018;29/07/2017;0;1;97.55003337420807
YES;NA;INN22686;2018;JUL;3;12.709999999999999;0;0,5;Card;Shonen;;10.0;2.0;2.0;4;28/05/2018;20/11/2017;0;4;13.5376144021591
YES;MI;INN29099;2018;JUN;0;12.0;0;0,0;Cash;Shonen;14;13.0;1.0;1.0;1;26/02/2018;26/02/2018;0;0;9.400398686494396
YES;RM;INN05819;2018;APR;1;9.629999999999999;0;0,33333;Card;Shonen;13;5.0;3.0;3.0;3;15/01/2018;29/06/2017;0;0;22.29927522147483
YES;BO;INN17053;2018;FEB;0;17.3;0;0,0;Card;Shonen;23;4.0;5.0;1.0;4;22/01/2018;22/01/2018;0;0;59.00951668413869
YES;MI;INN09831;2018;FEB;0;8.1;0;0,5;Coupon;Shonen;21;3.0;3.0;1.0;2;19/01/2018;19/01/2018;0;0;31.97317927311944
YES;MI;INN15332;2018;OCT;1;7.0;0;0,33333;Cash;Shonen;;19.0;6.0;2.0;3;07/03/2018;05/09/2017;0;0;55.17524602938312
YES;NA;INN04931;2018;FEB;1;5.928;0;0,0;Card;Shonen;18;25.0;3.0;1.0;2;01/01/2018;01/01/2018;0;0;28.57242674597033
YES;RM;INN33252;2018;SEP;1;8.914;0;0,33333;Cash;;17;26.0;1.0;1.0;3;23/12/2017;23/12/2017;0;0;9.434188343401622
YES;BO;INN29871;2018;JAN;0;8.2;0;0,5;Cash;Shonen;18;16.0;8.0;2.0;4;03/01/2018;24/07/2017;0;0;58.58584722530173
YES;BO;INN08439;2018;JUN;0;12.4;0;0,0;Cash;Shojo;21;30.0;1.0;1.0;1;28/06/2018;28/06/2018;0;0;12.761582421273904
YES;BO;INN27290;2018;FEB;1;6.6;0;0,33333;Cash;Shonen;23;22.0;1.0;1.0;3;19/01/2018;19/01/2018;0;0;9.711605702169026
YES;RM;INN05327;2018;JUN;1;13.6;0;0,33333;Card;Shonen;17;9.0;;;3;01/01/0001;01/01/9999;0;0;
YES;MI;INN34800;2018;OCT;3;10.7;1;0,0;Coupon;Shonen;;22.0;7.0;2.0;3;22/10/2018;19/04/2018;0;1;76.2810134413655
YES;BO;INN34384;2018;MAR;1;5.563000000000001;0;0,33333;Card;Shojo;26;17.0;5.0;2.0;3;27/12/2017;03/06/2017;0;1;39.980880460009026
YES;NA;INN03586;2018;MAY;0;17.380000000000003;0;0,0;Cash;Shonen;11;12.0;;;3;01/01/0001;01/01/9999;0;0;
YES;MI;INN21040;2018;JAN;2;9.7;0;0,66667;Card;Shonen;<=10;14.0;1.0;1.0;3;10/01/2018;10/01/2018;0;3;8.733383425858895
YES;BO;INN14230;2018;APR;2;15.044999999999998;0;0,0;Card;Shonen;16;9.0;3.0;1.0;4;11/01/2018;11/01/2018;0;1;23.401625225599588
YES;BO;INN28607;2018;APR;1;9.945;0;0,0;Card;Shonen;16;4.0;8.0;2.0;2;20/01/2018;27/05/2017;0;0;67.94832062720555
YES;BO;INN23168;2018;MAY;0;8.55;0;0,5;Cash;Shonen;18;2.0;;;4;01/01/0001;01/01/9999;0;0;
YES;BO;INN19609;2018;MAY;0;7.5;0;0,0;Cash;Shonen;19;6.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN02697;2018;APR;0;9.5;0;0,66667;Coupon;Shonen;13;3.0;;;3;01/01/0001;01/01/9999;0;0;
YES;RM;INN14046;2018;MAY;1;6.5;0;0,0;Cash;Shonen;22;29.0;2.0;1.0;2;04/03/2018;04/03/2018;0;1;20.782837487245022
NO;MI;INN26247;2018;APR;0;9.095;0;0,0;Card;Shojo;14;18.0;;;2;01/01/0001;01/01/9999;0;0;
NO;BO;INN20917;2018;MAY;0;10.0;0;0,33333;Coupon;Shonen;14;5.0;;;3;01/01/0001;01/01/9999;0;0;
YES;MI;INN34893;2018;MAR;1;9.09;1;0,0;Card;Shonen;<=10;29.0;;;2;01/01/0001;01/01/9999;1;0;
YES;NA;INN23748;2018;JAN;0;6.0;0;0,33333;Cash;Shonen;26;23.0;2.0;1.0;3;19/12/2017;19/12/2017;0;0;21.245112697002096
YES;BO;INN26092;2018;SEP;3;12.738;0;0,33333;Card;Shonen;24;19.0;1.0;1.0;3;04/06/2018;04/06/2018;0;1;11.908912849975406
YES;RM;INN28929;2018;MAR;0;10.7;0;0,33333;Coupon;Shonen;15;30.0;5.0;3.0;3;28/03/2018;17/06/2017;0;0;52.60635897978548
YES;BO;INN06267;2018;MAY;1;12.6;0;0,0;Card;Shonen;20;30.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN11648;2018;FEB;0;6.6;0;0,5;Coupon;Shonen;23;19.0;173.0;173.0;2;16/02/2018;02/10/2015;0;0;1609.3014004675322
YES;BO;INN35682;2018;AUG;0;9.42;0;0,66667;Card;Shonen;23;21.0;1.0;1.0;3;22/07/2018;22/07/2018;0;0;9.119502213837393
YES;NA;INN14351;2018;OCT;1;9.5;0;0,0;Cash;Shonen;22;6.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN31416;2018;JUL;1;11.376000000000001;0;0,25;Card;Shonen;<=10;22.0;3.0;1.0;4;03/04/2018;03/04/2018;0;0;15.26395475028
YES;BO;INN25923;2018;MAY;2;8.9;0;0,0;Card;Shojo;19;26.0;3.0;1.0;2;24/05/2018;24/05/2018;0;1;37.41548929542265
NO;BO;INN17022;2018;JUN;0;13.0;0;0,0;Cash;Shonen;12;23.0;;;2;01/01/0001;01/01/9999;0;0;
YES;RM;INN10717;2018;MAR;0;15.469999999999999;0;0,2;Card;Shonen;16;22.0;;;5;01/01/0001;01/01/9999;0;0;
NO;NA;INN16937;2018;AUG;1;11.5;0;0,0;Cash;;27;7.0;2.0;1.0;2;21/09/2017;21/09/2017;0;1;19.09770253566487
YES;BO;INN14396;2018;APR;1;6.992;0;0,33333;Card;Shonen;21;28.0;5.0;2.0;3;21/11/2017;01/08/2017;0;0;62.56077202163509
YES;BO;INN09193;2018;JUL;2;12.15;0;0,4;Card;Shonen;25;16.0;2.0;1.0;5;12/04/2018;12/04/2018;0;2;23.62287463977523
YES;RM;INN01244;2018;JUN;1;9.09;0;0,66667;Card;Shonen;29;1.0;;;3;01/01/0001;01/01/9999;0;0;
YES;NA;INN13341;2018;APR;1;11.879999999999999;0;0,33333;Card;Shonen;15;22.0;;;3;01/01/0001;01/01/9999;0;0;
NO;BO;INN16009;2018;MAY;0;14.0;0;0,33333;Coupon;Shonen;;24.0;5.0;2.0;3;21/03/2018;19/09/2017;1;0;62.99446088270153
YES;BO;INN30637;2018;JUN;2;7.9;0;0,0;Card;Shojo;19;4.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN12635;2018;JUN;0;15.015;0;0,0;Card;Shonen;12;9.0;3.0;1.0;3;27/02/2018;27/02/2018;0;0;23.55700141617651
YES;NA;INN10004;2018;OCT;1;6.5;0;0,5;Coupon;Shonen;20;22.0;14.0;9.0;2;18/10/2018;22/12/2017;0;1;177.00336352123176
YES;BO;INN32519;2018;JAN;1;7.83;0;0,5;Card;Shonen;<=10;24.0;;;4;01/01/0001;01/01/9999;0;0;
YES;BO;INN30721;2018;FEB;0;6.0;0;0,0;Cash;Shonen;13;1.0;2.0;1.0;2;28/11/2017;28/11/2017;0;0;21.57909502282911
YES;BO;INN18084;2018;SEP;1;24.9;0;0,0;Card;Shonen;11;24.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN02003;2018;JUL;2;8.985;0;0,5;Card;Shonen;17;31.0;1.0;1.0;4;19/03/2018;19/03/2018;0;4;11.125864533730459
YES;MI;INN32919;2018;JUL;3;18.7;0;0,0;Card;Shonen;;2.0;;;3;01/01/0001;01/01/9999;0;0;
YES;RM;INN10389;2018;AUG;0;7.242;0;0,0;Card;Shonen;20;30.0;1.0;1.0;2;17/04/2018;17/04/2018;0;0;7.552386298949754
YES;NA;INN16367;2018;MAY;0;12.9;0;0,0;Card;Shojo;23;11.0;3.0;2.0;1;10/05/2018;03/11/2017;0;0;22.313481300900072
YES;NA;INN02200;2018;AUG;0;18.18;0;0,2;Card;Shonen;14;27.0;5.0;2.0;5;08/07/2018;06/03/2018;0;0;66.34933154250209
YES;MI;INN17640;2018;MAR;2;0.0;0;0,5;Coupon;Shonen;14;23.0;182.0;75.0;2;23/03/2018;16/03/2014;0;0;2294.758088769275
YES;BO;INN28276;2018;APR;2;14.338;0;0,33333;Card;Shonen;20;3.0;2.0;1.0;3;30/03/2018;30/03/2018;0;2;25.970376157828294
YES;BO;INN10224;2018;FEB;0;7.5;0;0,5;Cash;Shonen;26;5.0;3.0;2.0;4;23/12/2017;10/08/2017;0;0;27.08441923889176
YES;BO;INN19185;2018;OCT;2;0.0;0;0,33333;Coupon;Shonen;18;3.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN33013;2018;JUN;0;9.5;0;0,66667;Cash;Shonen;12;3.0;;;3;01/01/0001;01/01/9999;0;0;
YES;NA;INN27315;2018;MAY;0;9.45;0;0,0;Card;Shojo;17;21.0;6.0;2.0;2;19/01/2018;19/08/2017;0;0;65.43082463265345
YES;BO;INN26924;2018;MAY;1;9.602;0;0,0;Card;Shojo;;7.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN01012;2018;MAR;1;6.95;0;0,33333;Card;Shojo;19;30.0;8.0;3.0;3;04/02/2018;30/09/2017;0;0;55.25462686338925
YES;NA;INN10518;2018;AUG;1;16.53;0;0,0;Card;Shonen;18;21.0;1.0;1.0;3;28/04/2018;28/04/2018;0;0;11.348107951360966
YES;RM;INN25835;2018;JAN;0;8.0;0;0,33333;Cash;Shonen;19;2.0;2.0;1.0;3;21/12/2017;21/12/2017;0;2;23.746699529621743
YES;BO;INN06484;2018;OCT;2;15.2;0;0,33333;Card;Shonen;;22.0;5.0;2.0;3;23/09/2018;20/04/2018;0;0;48.835270548642086
YES;BO;INN17285;2018;SEP;1;15.9;0;0,5;Card;Shojo;18;30.0;1.0;1.0;2;29/09/2018;29/09/2018;0;0;9.106197380288242
YES;BO;INN28956;2018;OCT;0;7.225;0;0,0;Cash;Shojo;23;29.0;3.0;2.0;2;04/09/2018;31/03/2018;0;0;30.840788682039733
YES;BO;INN33691;2018;AUG;0;11.325;0;0,5;Cash;;22;27.0;6.0;2.0;4;18/07/2018;01/03/2018;0;0;80.75222930972997
YES;BO;INN03711;2018;MAR;1;5.0;1;0,0;Coupon;Shonen;21;1.0;1.0;1.0;1;01/03/2018;01/03/2018;1;1;12.933370401826915
YES;RM;INN28464;2018;MAY;1;14.040000000000001;0;0,0;Card;Shonen;22;3.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN22972;2018;OCT;1;10.9;0;0,33333;Card;Shojo;12;31.0;5.0;3.0;3;29/09/2018;29/01/2018;0;1;64.02840525272381
YES;BO;INN07509;2018;JUL;2;13.77;0;0,0;Card;Shonen;18;17.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN34941;2018;MAY;1;11.01;0;0,0;Card;Shonen;20;28.0;;;2;01/01/0001;01/01/9999;0;0;
YES;NA;INN30355;2018;JUN;0;11.0;0;0,5;Cash;Shonen;<=10;12.0;3.0;2.0;2;14/02/2018;06/08/2017;0;0;24.8552344902236
YES;MI;INN34254;2018;JUL;1;8.3;1;0,0;Card;Shojo;20;16.0;6.0;2.0;2;01/01/2018;25/06/2017;1;3;72.33939932428193
YES;RM;INN28718;2018;MAR;1;8.879999999999999;0;0,0;Card;Shonen;;30.0;1.0;1.0;2;14/03/2018;14/03/2018;0;1;8.490840230936138
YES;BO;INN15566;2018;APR;2;8.925;0;0,0;Card;Shonen;16;6.0;3.0;3.0;2;10/12/2017;10/06/2017;0;0;29.967517143328926
YES;BO;INN28351;2018;AUG;1;12.930000000000001;1;0,0;Card;Shonen;21;31.0;1.0;1.0;2;13/05/2018;13/05/2018;1;0;12.57882254141656
YES;BO;INN31886;2018;SEP;0;8.924;0;0,0;Cash;Shonen;<=10;3.0;1.0;1.0;2;30/04/2018;30/04/2018;0;0;11.024216814632846
YES;NA;INN28379;2018;AUG;3;16.6;0;0,33333;Card;Shonen;<=10;22.0;5.0;4.0;3;21/08/2018;18/12/2017;0;3;61.116979338581245
YES;BO;INN03081;2018;MAR;0;6.5;1;0,0;Coupon;Shonen;;1.0;18.0;11.0;1;01/03/2018;10/06/2017;1;0;207.20520818313724
NO;BO;INN10305;2018;SEP;1;10.0;0;0,33333;Coupon;Shojo;13;25.0;3.0;1.0;3;15/07/2018;15/07/2018;0;0;38.12293235629372
YES;MI;INN04254;2018;MAY;1;11.985;0;0,0;Card;Shonen;23;14.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN06046;2018;MAY;0;11.0;0;0,0;Coupon;Shonen;;31.0;1.0;1.0;1;25/05/2018;25/05/2018;0;0;8.345356624612947
YES;BO;INN20567;2018;SEP;2;15.35;0;0,33333;Card;Shojo;17;3.0;3.0;1.0;3;27/08/2018;27/08/2018;0;4;37.30250240457984
YES;BO;INN05360;2018;JUL;2;13.77;0;0,4;Card;Shonen;27;22.0;6.0;2.0;5;18/05/2018;05/01/2018;0;3;69.68340862232877
YES;BO;INN27863;2018;OCT;0;8.5;0;0,33333;Cash;Shonen;19;19.0;1.0;1.0;3;19/09/2018;19/09/2018;0;0;11.131264562927035
YES;BO;INN09338;2018;JUN;0;9.5;0;0,0;Cash;Shonen;;17.0;;;1;01/01/0001;01/01/9999;0;0;
YES;BO;INN22386;2018;MAR;0;7.275;0;0,33333;Card;Shojo;<=10;31.0;;;3;01/01/0001;01/01/9999;0;0;
YES;RM;INN27237;2018;JUL;0;7.225;0;0,6;Cash;Shonen;21;31.0;;;5;01/01/0001;01/01/9999;0;0;
YES;RM;INN35586;2018;MAY;0;8.075;0;0,33333;Cash;Shonen;<=10;6.0;5.0;3.0;3;08/01/2018;27/06/2017;0;0;46.26091375404393
YES;BO;INN24890;2018;MAY;2;13.515;0;0,0;Card;Shonen;19;15.0;1.0;1.0;3;17/02/2018;17/02/2018;0;3;5.947416470864766
YES;MI;INN18740;2018;MAY;3;11.677;0;0,4;Card;Shonen;15;31.0;;;5;01/01/0001;01/01/9999;0;0;
YES;BO;INN02949;2018;SEP;2;13.365;0;0,33333;Card;Shonen;19;7.0;5.0;2.0;3;19/04/2018;21/08/2017;0;2;52.89736620581773
YES;BO;INN28131;2018;JAN;0;6.4;0;0,33333;Coupon;Shonen;15;30.0;1.0;1.0;3;28/12/2017;28/12/2017;0;0;11.122520722050623
YES;BO;INN21278;2018;MAR;0;6.7;0;0,0;Cash;Shonen;23;28.0;5.0;3.0;2;21/03/2018;26/05/2017;0;0;48.82819496645549
YES;BO;INN27651;2018;SEP;1;8.075;0;0,0;Cash;Shonen;;28.0;4.0;2.0;2;23/02/2018;29/10/2017;0;2;46.09915597886741
NO;NA;INN17635;2018;OCT;0;12.0;0;0,33333;Cash;Shonen;27;30.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN00113;2018;JUN;2;11.61;0;0,0;Card;Shojo;15;3.0;9.0;3.0;2;01/02/2018;09/06/2017;0;0;100.27490611624377
YES;NA;INN24945;2018;MAR;0;7.595000000000001;0;0,5;Card;Shonen;11;3.0;8.0;3.0;4;13/12/2017;25/02/2017;0;0;93.96461298151365
YES;RM;INN01831;2018;SEP;1;9.5;0;0,0;Cash;Shonen;;2.0;2.0;1.0;2;14/08/2018;14/08/2018;0;0;22.360237789602152
YES;BO;INN08673;2018;SEP;2;16.2;0;0,4;Card;Shonen;22;28.0;1.0;1.0;5;19/05/2018;19/05/2018;0;0;12.759947877630399
YES;MI;INN09879;2018;AUG;2;17.73;0;0,0;Card;Shonen;16;23.0;8.0;3.0;3;04/07/2018;09/01/2018;0;3;88.75850588607798
NO;NA;INN03731;2018;SEP;1;9.562999999999999;0;0,2;Card;Shonen;13;12.0;3.0;1.0;5;15/01/2018;15/01/2018;1;0;15.6990581176933
YES;NA;INN21635;2018;SEP;0;11.952;0;0,33333;Card;Shonen;<=10;20.0;7.0;3.0;3;04/08/2018;10/01/2018;0;0;67.86622360303802
YES;BO;INN17159;2018;APR;0;10.620000000000001;0;0,5;Card;Shonen;13;2.0;5.0;3.0;4;30/01/2018;27/10/2017;0;0;27.48119109112992
YES;BO;INN11316;2018;APR;0;10.4;0;0,33333;Cash;;21;28.0;1.0;1.0;3;04/03/2018;04/03/2018;0;0;7.39599538933037
YES;BO;INN01591;2018;MAY;1;0.0;0;0,5;Coupon;Shonen;17;21.0;151.0;148.0;2;20/05/2018;23/03/2015;0;0;1752.0619000397342
YES;BO;INN12153;2018;OCT;0;14.190000000000001;0;0,0;Card;Shonen;24;13.0;1.0;1.0;3;18/07/2018;18/07/2018;0;0;10.005792251801324
NO;BO;INN06726;2018;SEP;1;11.5;0;0,5;Card;;23;27.0;1.0;1.0;4;16/10/2017;16/10/2017;1;0;7.409716862537627
YES;RM;INN25011;2018;FEB;0;6.6;0;0,66667;Cash;Shonen;;5.0;;;6;01/01/0001;01/01/9999;0;0;
YES;BO;INN06528;2018;JUL;1;8.15;0;0,0;Card;Shonen;23;3.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN31993;2018;MAY;0;14.040000000000001;0;0,33333;Card;Shonen;17;16.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN16689;2018;JUN;1;9.308;0;0,0;Cash;Shonen;20;3.0;1.0;1.0;3;24/03/2018;24/03/2018;0;0;8.194709866687633
YES;BO;INN00526;2018;JUN;0;12.0;0;0,66667;Cash;Shonen;12;29.0;3.0;3.0;3;19/04/2018;29/08/2017;0;0;22.155951451388397
YES;BO;INN31189;2018;APR;0;7.8;0;0,0;Cash;Shonen;16;24.0;1.0;1.0;2;30/07/2017;30/07/2017;0;0;12.16558354082332
YES;BO;INN15487;2018;JAN;3;0.0;0;0,0;Coupon;Shonen;24;3.0;2.0;1.0;1;03/01/2018;03/01/2018;0;0;23.156388998163834
YES;BO;INN04138;2018;MAR;1;6.95;0;0,5;Card;Shojo;19;31.0;1.0;1.0;4;28/01/2018;28/01/2018;0;1;7.685327233223818
YES;BO;INN21780;2018;APR;1;7.0;0;0,0;Cash;Shonen;12;10.0;1.0;1.0;2;02/11/2017;02/11/2017;0;1;7.948913334258476
YES;BO;INN00968;2018;JUN;1;9.0;0;0,0;Cash;;20;27.0;3.0;2.0;2;28/01/2018;21/09/2017;0;0;38.69214703218498
NO;BO;INN16506;2018;JUN;1;16.958000000000002;0;0,0;Card;Shonen;16;4.0;1.0;1.0;3;07/03/2018;07/03/2018;0;3;7.863723231020116
YES;NA;INN09147;2018;JAN;0;10.1;0;0,0;Cash;;18;30.0;;;2;01/01/0001;01/01/9999;0;0;
YES;MI;INN28539;2018;SEP;0;13.0;0;0,33333;Cash;Shonen;12;29.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN26800;2018;AUG;0;12.08;0;0,5;Card;Shonen;16;28.0;;;4;01/01/0001;01/01/9999;0;0;
YES;BO;INN27354;2018;OCT;3;12.114;0;0,0;Card;Shonen;;2.0;;;2;01/01/0001;01/01/9999;0;0;
YES;MI;INN30532;2018;MAR;1;6.95;0;0,0;Card;Shojo;28;2.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN23408;2018;MAY;0;14.1;0;0,0;Cash;Shonen;14;10.0;6.0;3.0;2;09/05/2018;11/07/2017;0;0;59.6336908933913
YES;MI;INN01522;2018;JAN;0;7.725;0;0,0;Card;Shonen;20;2.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN28819;2018;JUN;0;12.0;0;0,33333;Cash;Shonen;22;6.0;6.0;3.0;3;11/04/2018;28/05/2017;0;0;49.03791849165611
YES;NA;INN33083;2018;MAR;0;10.9;0;0,33333;Card;Shonen;20;3.0;1.0;1.0;3;03/03/2018;03/03/2018;0;0;8.034486871618107
NO;BO;INN03901;2018;OCT;0;10.8;0;0,5;Card;Shojo;16;7.0;3.0;3.0;2;29/05/2018;13/11/2017;0;0;33.323870036876656
YES;BO;INN18733;2018;FEB;2;12.9;0;0,4;Card;Shonen;<=10;27.0;3.0;2.0;5;16/02/2018;08/06/2017;0;0;44.48658632423806
YES;NA;INN33772;2018;OCT;2;10.9;0;0,33333;Card;Shojo;23;28.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN02771;2018;APR;0;7.1;0;0,0;Cash;Shonen;;11.0;1.0;1.0;2;02/12/2017;02/12/2017;0;0;11.698665890290576
NO;BO;INN05941;2018;SEP;1;14.940000000000001;0;0,5;Card;Shonen;18;17.0;;;4;01/01/0001;01/01/9999;0;0;
YES;RM;INN23590;2018;JUL;2;15.209999999999999;0;0,25;Card;Shonen;19;28.0;1.0;1.0;4;29/05/2018;29/05/2018;0;0;12.61028097814303
YES;BO;INN35600;2018;MAR;1;6.545;0;0,0;Card;Shonen;21;13.0;1.0;1.0;2;26/08/2017;26/08/2017;0;0;11.63237863405659
YES;BO;INN20395;2018;APR;0;8.0;0;0,33333;Cash;Shonen;13;1.0;3.0;1.0;3;05/07/2017;05/07/2017;0;0;37.36304868881552
YES;BO;INN28399;2018;JUL;1;14.49;1;0,5;Card;Shonen;13;30.0;;;4;01/01/0001;01/01/9999;1;0;
YES;BO;INN30165;2018;FEB;2;15.23;0;0,2;Card;Shonen;17;22.0;;;5;01/01/0001;01/01/9999;0;0;
YES;BO;INN00312;2018;SEP;2;23.9;0;0,33333;Card;Shonen;15;26.0;1.0;1.0;6;04/09/2018;04/09/2018;0;3;8.630345242600292
YES;RM;INN09979;2018;APR;0;10.98;0;0,0;Card;Shonen;13;6.0;5.0;2.0;2;25/02/2018;01/08/2017;0;0;48.788645677708836
YES;MI;INN14888;2018;OCT;0;10.0;0;0,25;Cash;Shonen;17;27.0;5.0;2.0;4;13/09/2018;03/03/2018;0;0;53.22987436170439
YES;RM;INN13752;2018;MAY;1;9.770999999999999;0;0,33333;Card;Shonen;;2.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN03234;2018;MAY;0;8.0;0;0,0;Cash;Shonen;<=10;9.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN10930;2018;JAN;0;6.4;0;0,33333;Coupon;Shonen;21;3.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN17551;2018;SEP;0;8.5;0;0,5;Cash;Shonen;19;14.0;6.0;6.0;2;26/06/2018;20/06/2017;0;0;39.70845354650338
YES;BO;INN31590;2018;OCT;3;13.9;0;0,5;Card;Shonen;22;28.0;;;2;01/01/0001;01/01/9999;0;0;
NO;NA;INN05569;2018;JUN;0;12.0;0;0,0;Card;Shonen;;28.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN35662;2018;APR;0;10.4;0;0,33333;Cash;;23;28.0;1.0;1.0;3;04/03/2018;04/03/2018;0;0;9.744679205348564
YES;RM;INN05070;2018;JUL;0;7.956;0;0,0;Cash;Shonen;14;27.0;;;1;01/01/0001;01/01/9999;0;0;
YES;MI;INN25729;2018;AUG;1;12.1;0;0,5;Card;Shonen;;21.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN17309;2018;SEP;2;13.59;1;0,33333;Card;Shonen;18;16.0;;;3;01/01/0001;01/01/9999;1;0;
YES;BO;INN12192;2018;JAN;0;8.0;0;0,0;Cash;Shonen;17;25.0;;;1;01/01/0001;01/01/9999;0;0;
YES;RM;INN25932;2018;OCT;1;7.65;0;0,0;Cash;Shonen;14;30.0;;;1;01/01/0001;01/01/9999;0;0;
NO;BO;INN23539;2018;SEP;0;11.916;0;0,33333;Card;Shonen;<=10;18.0;3.0;1.0;3;13/07/2018;13/07/2018;0;0;23.862440581869592
YES;BO;INN21108;2018;APR;0;8.5;0;0,0;Cash;Shonen;;11.0;5.0;2.0;2;10/12/2017;24/05/2017;1;0;41.21226303107194
YES;BO;INN08387;2018;SEP;1;9.095;0;0,0;Cash;Shonen;18;28.0;1.0;1.0;2;09/04/2018;09/04/2018;0;1;11.041859202156932
YES;BO;INN27349;2018;APR;0;9.5;0;0,5;Coupon;Shonen;16;11.0;3.0;2.0;2;10/04/2018;19/02/2018;0;0;33.262802966097404
YES;BO;INN26947;2018;JUL;2;17.5;1;0,0;Card;Shonen;21;21.0;1.0;1.0;2;02/07/2018;02/07/2018;1;2;8.514184392335789
NO;BO;INN12818;2018;OCT;0;19.080000000000002;0;0,0;Card;Shonen;<=10;4.0;;;5;01/01/0001;01/01/9999;0;0;
YES;MI;INN29165;2018;JAN;0;6.0;0;0,5;Cash;Shonen;17;14.0;1.0;1.0;4;02/12/2017;02/12/2017;0;0;10.68704075059994
NO;NA;INN26984;2018;APR;0;6.5;0;0,33333;Cash;Shonen;<=10;24.0;3.0;2.0;3;05/02/2017;19/09/2016;0;0;36.20922654370199
YES;BO;INN23773;2018;AUG;1;10.464;0;0,33333;Card;Shonen;;26.0;2.0;1.0;3;28/06/2018;28/06/2018;0;0;18.54026374736633
YES;RM;INN06554;2018;MAR;1;11.58;1;0,6;Card;Shojo;15;2.0;;;5;01/01/0001;01/01/9999;1;0;
NO;BO;INN26030;2018;SEP;2;15.930000000000001;0;0,0;Card;Shonen;;5.0;2.0;1.0;4;13/03/2018;13/03/2018;0;0;14.945810453587281
YES;BO;INN17421;2018;MAY;1;10.0;0;0,5;Cash;Shonen;;30.0;;;4;01/01/0001;01/01/9999;0;0;
YES;MI;INN20182;2018;JUN;0;9.3;0;0,0;Cash;;13;16.0;;;1;01/01/0001;01/01/9999;0;0;
YES;BO;INN18561;2018;JUN;0;9.5;0;0,66667;Cash;Shonen;<=10;29.0;3.0;3.0;3;21/06/2018;25/01/2018;0;0;26.908438882088497
